name,category,usda_id,source,energy,protein,fat,sat_fat,carbohydrate,total_sugar,starch,fibre,sodium,potassium,calcium,magnesium,phosphorus,iron,copper,zinc,manganese,selenium,iodine,vit_a,vit_c,vit_d,vit_e,vit_k,vit_b1,vit_b2,vit_b3,vit_b6,vit_b12,vit_b9,vit_b7
"Chicken patty, breaded","Chicken patties, nuggets and tenders",2706088,survey.json,287,14.8,19.6,3.66,12.8,0,,0.3,0.532,0.261,0.019,0.024,0.208,0.00095,0.00009,0.00105,0,0.0000233,0,0,0,0.0000003,0.00128,0.0000042,0.000083,0.000072,0.00476,0.000183,0.00000029,0.000007,0
"Chicken fillet, breaded","Chicken patties, nuggets and tenders",2706089,survey.json,240,14.6,13.6,2.44,14.9,0.57,,1.7,0.527,0.281,0.039,0.029,0.2,0.00084,0.000085,0.00061,0,0.0000193,0,0.000005,0.0005,0.0000001,0.00222,0.0000177,0.000132,0.000064,0.00592,0.000338,0.00000018,0.000028,0
"Chicken fillet, grilled","Chicken patties, nuggets and tenders",2706090,survey.json,151,22.3,5.81,0.887,2.36,0,,0,0.45,0.226,0.011,0.021,0.197,0.00037,0.00004,0.00072,0,0.0000184,0,0.000004,0,0,0.00077,0.0000021,0.000067,0.000103,0.00763,0.000249,0.00000021,0.000009,0
"Chicken, ground","Chicken, whole pieces",2706091,survey.json,201,27.1,10.3,2.65,0,0,,0,0.4,0.292,0.028,0.03,0.252,0.00151,0.00015,0.00308,0,0.0000308,0,0.000024,0,0.0000002,0.00011,0,0.000076,0.000209,0.00865,0.000628,0.00000133,0.000007,0
"Chicken nuggets, NFS","Chicken patties, nuggets and tenders",2706092,survey.json,307,15.9,20.4,3.57,14.9,0.08,,0.9,0.594,0.251,0.011,0.024,0.272,0.00083,0.000051,0.00059,0,0.0000172,0,0.000005,0.0006,0.0000002,0.00112,0.000007,0.000092,0.000204,0.00598,0.000148,0.00000033,0.000011,0
"Chicken nuggets, from fast food","Chicken patties, nuggets and tenders",2706093,survey.json,307,15.9,20.4,3.57,14.9,0.08,,0.9,0.594,0.251,0.011,0.024,0.272,0.00083,0.000051,0.00059,0,0.0000172,0,0.000005,0.0006,0.0000002,0.00112,0.000007,0.000092,0.000204,0.00598,0.000148,0.00000033,0.000011,0
"Chicken nuggets, from restaurant","Chicken patties, nuggets and tenders",2706094,survey.json,307,15.9,20.4,3.57,14.9,0.08,,0.9,0.594,0.251,0.011,0.024,0.272,0.00083,0.000051,0.00059,0,0.0000172,0,0.000005,0.0006,0.0000002,0.00112,0.000007,0.000092,0.000204,0.00598,0.000148,0.00000033,0.000011,0
"Chicken nuggets, from school lunch","Chicken patties, nuggets and tenders",2706095,survey.json,270,15.7,12.9,2.83,22.9,0.49,,2.2,0.511,0.231,0.032,0.024,0.183,0.00199,0.000074,0.00071,0,0.0000177,0,0.000016,0.0006,0.0000003,0.00123,0.0000104,0.000092,0.000204,0.00598,0.000309,0.00000024,0.000011,0
"Chicken nuggets, from frozen","Chicken patties, nuggets and tenders",2706096,survey.json,298,13.4,19.2,4,17.9,0.8,,1.8,0.6,0.229,0.052,0.028,0.183,0.00106,0.000111,0.00087,0,0.0000189,0,0.000012,0.0004,0.0000003,0.00213,0.0000111,0.000092,0.000163,0.00364,0.000233,0.00000024,0.000037,0
"Chicken nuggets, from other sources","Chicken patties, nuggets and tenders",2706097,survey.json,304,15.2,20,3.7,15.8,0.3,,1.2,0.596,0.244,0.023,0.025,0.245,0.0009,0.000069,0.00067,0,0.0000177,0,0.000007,0.0005,0.0000002,0.00142,0.0000082,0.000092,0.000192,0.00528,0.000174,0.0000003,0.000019,0
"Chicken tenders or strips, NFS","Chicken patties, nuggets and tenders",2706098,survey.json,271,19.2,14,2.49,17.2,0.4,,1.2,0.769,0.373,0.017,0.028,0.282,0.00073,0.000069,0.00071,0,0.0000175,0,0.000002,0.0011,0.0000002,0.00317,0.000008,0.00011,0.000179,0.00822,0.000426,0.00000016,0.000019,0
"Chicken tenders or strips, breaded, from fast food","Chicken patties, nuggets and tenders",2706099,survey.json,271,19.2,14,2.49,17.2,0.4,,1.2,0.769,0.373,0.017,0.028,0.282,0.00073,0.000069,0.00071,0,0.0000175,0,0.000002,0.0011,0.0000002,0.00317,0.000008,0.00011,0.000179,0.00822,0.000426,0.00000016,0.000019,0
"Chicken tenders or strips, breaded, from restaurant","Chicken patties, nuggets and tenders",2706100,survey.json,283,18.8,15.6,3.02,16.9,0.39,,1.2,0.791,0.365,0.017,0.027,0.276,0.00072,0.000068,0.0007,0,0.0000171,0,0.000002,0.0011,0.0000003,0.00316,0.0000078,0.000108,0.000175,0.00805,0.000417,0.00000016,0.000019,0
"Chicken tenders or strips, breaded, from school lunch","Chicken patties, nuggets and tenders",2706101,survey.json,270,15.7,12.9,2.83,22.9,0.49,,2.2,0.511,0.231,0.032,0.024,0.183,0.00199,0.000074,0.00071,0,0.0000177,0,0.000016,0.0006,0.0000003,0.00123,0.0000104,0.000092,0.000204,0.00598,0.000309,0.00000024,0.000011,0
"Chicken tenders or strips, breaded, from frozen","Chicken patties, nuggets and tenders",2706102,survey.json,240,14.6,13.6,2.44,14.9,0.57,,1.7,0.527,0.281,0.039,0.029,0.2,0.00084,0.000085,0.00061,0,0.0000193,0,0.000005,0.0005,0.0000001,0.00222,0.0000177,0.000132,0.000064,0.00592,0.000338,0.00000018,0.000028,0
"Chicken tenders or strips, breaded, from other sources","Chicken patties, nuggets and tenders",2706103,survey.json,262,17.8,13.8,2.48,16.5,0.45,,1.4,0.696,0.345,0.024,0.028,0.257,0.00076,0.000074,0.00068,0,0.000018,0,0.000003,0.0009,0.0000002,0.00288,0.0000109,0.000117,0.000144,0.00753,0.0004,0.00000017,0.000022,0
"Turkey, NFS","Turkey, duck, other poultry",2706104,survey.json,139,28.8,2.06,0.588,0,0,,0,0.467,0.247,0.011,0.031,0.237,0.00065,0.000062,0.00163,0,0.0000299,0,0.000003,0,0.0000003,0.00006,0,0.000036,0.000204,0.0117,0.000763,0.00000082,0.00001,0
"Turkey, light meat, skin not eaten","Turkey, duck, other poultry",2706105,survey.json,139,28.8,2.06,0.588,0,0,,0,0.467,0.247,0.011,0.031,0.237,0.00065,0.000062,0.00163,0,0.0000299,0,0.000003,0,0.0000003,0.00006,0,0.000036,0.000204,0.0117,0.000763,0.00000082,0.00001,0
"Turkey, light meat, skin eaten","Turkey, duck, other poultry",2706106,survey.json,169,28.3,5.55,1.59,0.03,0,,0,0.468,0.247,0.012,0.031,0.236,0.00073,0.000065,0.00166,0,0.0000291,0,0.00001,0,0.0000004,0.00007,0,0.000035,0.000211,0.0114,0.000724,0.0000009,0.000009,0
"Turkey, light meat, breaded, baked or fried, skin not eaten","Turkey, duck, other poultry",2706107,survey.json,173,27.3,3.69,0.976,6.46,0.56,,0.4,0.197,0.241,0.026,0.032,0.229,0.00102,0.000079,0.0016,0,0.0000293,0,0.000003,0,0.0000003,0.00014,0.0000013,0.000119,0.000221,0.0111,0.000701,0.00000077,0.000018,0
"Turkey, light meat, breaded, baked or fried, skin eaten","Turkey, duck, other poultry",2706108,survey.json,200,26.8,6.84,1.88,6.48,0.56,,0.4,0.198,0.241,0.027,0.032,0.228,0.00109,0.000082,0.00163,0,0.0000285,0,0.000009,0,0.0000004,0.00015,0.0000013,0.000119,0.000227,0.0109,0.000666,0.00000084,0.000017,0
"Turkey, light meat, roasted, skin not eaten","Turkey, duck, other poultry",2706109,survey.json,139,28.8,2.06,0.588,0,0,,0,0.467,0.247,0.011,0.031,0.237,0.00065,0.000062,0.00163,0,0.0000299,0,0.000003,0,0.0000003,0.00006,0,0.000036,0.000204,0.0117,0.000763,0.00000082,0.00001,0
"Turkey, light meat, roasted, skin eaten","Turkey, duck, other poultry",2706110,survey.json,169,28.3,5.55,1.59,0.03,0,,0,0.468,0.247,0.012,0.031,0.236,0.00073,0.000065,0.00166,0,0.0000291,0,0.00001,0,0.0000004,0.00007,0,0.000035,0.000211,0.0114,0.000724,0.0000009,0.000009,0
"Turkey, dark meat, roasted, skin not eaten","Turkey, duck, other poultry",2706111,survey.json,167,26.9,5.98,1.79,0,0,,0,0.458,0.225,0.017,0.026,0.209,0.0013,0.000126,0.00344,0,0.0000311,0,0.000005,0,0.0000003,0.00007,0,0.000058,0.000358,0.00668,0.000433,0.00000164,0.000009,0
"Turkey, dark meat, roasted, skin eaten","Turkey, duck, other poultry",2706112,survey.json,202,26.5,10.2,2.98,0.05,0,,0,0.461,0.227,0.017,0.026,0.213,0.00131,0.000122,0.00326,0,0.0000299,0,0.000015,0,0.0000004,0.00008,0,0.000055,0.000347,0.00697,0.000421,0.00000164,0.000009,0
"Turkey, light and dark meat, roasted, skin not eaten","Turkey, duck, other poultry",2706113,survey.json,151,28,3.76,1.11,0,0,,0,0.464,0.237,0.014,0.028,0.225,0.00093,0.00009,0.00241,0,0.0000304,0,0.000004,0,0.0000003,0.00006,0,0.000046,0.000271,0.0095,0.000619,0.00000118,0.000009,0
"Turkey, light and dark meat, roasted, skin eaten","Turkey, duck, other poultry",2706114,survey.json,183,27.5,7.54,2.19,0.04,0,,0,0.465,0.238,0.015,0.029,0.226,0.00099,0.00009,0.00237,0,0.0000295,0,0.000012,0,0.0000004,0.00007,0,0.000044,0.000271,0.00945,0.00059,0.00000123,0.000009,0
"Turkey, light or dark meat, fried, coated, skin not eaten","Turkey, duck, other poultry",2706115,survey.json,165,27.2,5.06,1.43,1.42,0.11,,0,0.274,0.235,0.016,0.028,0.221,0.00101,0.000089,0.00235,0,0.0000298,0,0.000006,0,0.0000003,0.00015,0.0000007,0.000057,0.000274,0.00921,0.000596,0.00000115,0.000011,0
"Turkey, light or dark meat, fried, coated, skin eaten","Turkey, duck, other poultry",2706116,survey.json,192,26.2,8.51,2.42,1.42,0.11,,0,0.27,0.231,0.017,0.028,0.217,0.00104,0.000088,0.00226,0,0.0000283,0,0.000013,0,0.0000004,0.00016,0.0000007,0.000054,0.000268,0.00898,0.000557,0.00000117,0.00001,0
"Turkey, light or dark meat, stewed, skin not eaten","Turkey, duck, other poultry",2706117,survey.json,158,31.2,2.66,0.632,0.19,0.1,,0,0.61,0.324,0.016,0.037,0.262,0.00118,0.000109,0.00253,0,0.0000311,0,0.000012,0,0.0000003,0.00012,0,0.000069,0.000264,0.0112,0.000898,0.00000171,0.00001,0
"Turkey light or dark meat, stewed, skin eaten","Turkey, duck, other poultry",2706118,survey.json,204,30.2,8.52,1.96,0.14,0.07,,0,0.576,0.174,0.013,0.022,0.177,0.00096,0.000088,0.00218,0,0.0000299,0,0.000017,0,0.0000004,0.00013,0,0.000037,0.000232,0.00693,0.000462,0.00000067,0.000006,0
"Turkey, light or dark meat, smoked, skin eaten","Turkey, duck, other poultry",2706119,survey.json,208,28.1,9.7,2.83,0,0,,0,0.996,0.28,0.026,0.025,0.203,0.00179,0.000093,0.00296,0,0.0000303,0,0,0,0,0.00034,0,0.00006,0.00018,0.00509,0.00041,0.00000035,0.000007,0
"Turkey, light or dark meat, smoked, skin not eaten","Turkey, duck, other poultry",2706120,survey.json,162,29.3,5,1.37,0,0,,0,0.996,0.298,0.025,0.026,0.213,0.00178,0.000094,0.0031,0,0.000043,0,0,0,0.0000001,0.00033,0,0.00006,0.00018,0.00544,0.00046,0.00000037,0.000007,0
"Turkey, drumstick, cooked, skin not eaten","Turkey, duck, other poultry",2706121,survey.json,144,28.5,3.38,0.997,0,0,,0,0.455,0.24,0.012,0.029,0.221,0.00082,0.000084,0.00227,0,0.0000304,0,0.000004,0,0.0000003,0.00006,0,0.000042,0.000247,0.00999,0.000675,0.0000018,0.000009,0
"Turkey, drumstick, cooked, skin eaten","Turkey, duck, other poultry",2706122,survey.json,206,27.6,9.74,3.04,0,0,,0,0.399,0.278,0.032,0.023,0.197,0.00228,0.000153,0.00423,0,0.0000375,0,0,0,0.0000001,0.00062,0,0.00006,0.000239,0.00353,0.000327,0.00000036,0.000009,0
"Turkey, drumstick, roasted, skin not eaten","Turkey, duck, other poultry",2706123,survey.json,144,28.5,3.38,0.997,0,0,,0,0.455,0.24,0.012,0.029,0.221,0.00082,0.000084,0.00227,0,0.0000304,0,0.000004,0,0.0000003,0.00006,0,0.000042,0.000247,0.00999,0.000675,0.0000018,0.000009,0
"Turkey, drumstick, roasted, skin eaten","Turkey, duck, other poultry",2706124,survey.json,203,26.9,10.1,3.06,0,0,,0,0.442,0.262,0.027,0.023,0.202,0.00187,0.000141,0.00386,0,0.0000349,0,0.000005,0,0.0000002,0.00043,0,0.000057,0.000266,0.00466,0.000356,0.00000079,0.000009,0
"Turkey, thigh, cooked, skin eaten","Turkey, duck, other poultry",2706125,survey.json,182,24.4,9.26,2.83,0.27,0,,0,0.457,0.256,0.009,0.022,0.194,0.00134,0.0001,0.00306,0,0.0000281,0,0.000013,0,0.0000003,0.00007,0,0.000049,0.000304,0.00654,0.000433,0.00000165,0.000008,0
"Turkey, thigh, cooked, skin not eaten","Turkey, duck, other poultry",2706126,survey.json,161,26.9,5.98,1.79,0,0,,0,0.458,0.225,0.017,0.026,0.209,0.0013,0.000126,0.00344,0,0.0000311,0,0.000005,0,0.0000003,0.00007,0,0.000058,0.000358,0.00668,0.000433,0.00000164,0.000009,0
"Turkey, neck","Turkey, duck, other poultry",2706127,survey.json,161,22.3,7.3,2.2,0,0,,0,0.566,0.113,0.058,0.018,0.18,0.00117,0.000157,0.004,0,0.0000359,0,0,0,0.0000003,0.00064,0,0.000048,0.000286,0.00583,0.000372,0.00000141,0.000007,0
"Turkey, wing, cooked, skin not eaten","Turkey, duck, other poultry",2706128,survey.json,139,28.8,2.06,0.588,0,0,,0,0.467,0.247,0.011,0.031,0.237,0.00065,0.000062,0.00163,0,0.0000299,0,0.000003,0,0.0000003,0.00006,0,0.000036,0.000204,0.0117,0.000763,0.0000011,0.00001,0
"Turkey, wing, cooked, skin eaten","Turkey, duck, other poultry",2706129,survey.json,202,26.9,9.97,2.74,0,0,,0,0.442,0.258,0.021,0.026,0.215,0.00116,0.000058,0.00188,0,0.0000295,0,0.000003,0,0.0000002,0.00013,0,0.000045,0.000159,0.00758,0.000498,0.00000079,0.000007,0
"Turkey, tail","Turkey, duck, other poultry",2706130,survey.json,294,22.2,22.8,6.59,0,0,,0,0.485,0.217,0.013,0.025,0.217,0.00059,0.000054,0.00131,0,0.0000242,0,0.000019,0,0.0000011,0.00046,0,0.000029,0.000185,0.0092,0.000516,0.00000145,0.000005,0
"Turkey, back","Turkey, duck, other poultry",2706131,survey.json,203,25.6,11.3,3.18,0,0,,0,0.557,0.25,0.015,0.029,0.25,0.00067,0.000062,0.00151,0,0.0000278,0,0.000022,0,0.0000005,0.00009,0,0.000034,0.000213,0.0106,0.000593,0.00000167,0.000006,0
"Turkey, canned","Turkey, duck, other poultry",2706132,survey.json,185,25.3,8.1,2.25,0.9,0,,0,0.482,0.153,0.014,0.019,0.153,0.0013,0.00005,0.0025,0,0.0000184,0,0.000053,0,0.0000001,0.00032,0.0000023,0,0.0001,0.0024,0.00019,0.000001,0.000002,0
"Turkey, ground","Turkey, duck, other poultry",2706133,survey.json,211,26.9,11.5,2.94,0,0,,0,0.412,0.301,0.031,0.029,0.257,0.00155,0.000165,0.00374,0,0.0000282,0,0.00003,0,0.0000002,0.00018,0,0.000087,0.00026,0.00802,0.000493,0.00000188,0.000007,0
"Turkey, nuggets","Turkey, duck, other poultry",2706134,survey.json,236,22.2,8.66,2.26,17.1,1.48,,1.1,0.334,0.217,0.054,0.03,0.207,0.0017,0.000124,0.00197,0,0.0000279,0,0.000003,0,0.0000002,0.00035,0.0000041,0.000263,0.000282,0.00852,0.00045,0.00000128,0.000031,0
"Turkey bacon, cooked",Bacon,2706135,survey.json,368,29.5,25.9,6.93,4.24,4.24,,0,2.02,0.666,0.163,0.03,0.416,0.00263,0.000118,0.00471,0,0.0000285,0,0.000019,0,0.0000012,0.00014,0,0.000049,0.000398,0.0081,0.000374,0.00000188,0.000015,0
"Turkey bacon, reduced sodium, cooked",Bacon,2706136,survey.json,253,13.3,20,6.67,4.8,0,,0,0.9,0.156,0.01,0.019,0.145,0.00072,0.000063,0.00161,0,0.0000194,0,0.000008,0.024,0.0000002,0.0027,0.0000108,0.000029,0.000183,0.00622,0.000401,0.00000066,0.000006,0
"Duck, cooked, skin eaten","Turkey, duck, other poultry",2706137,survey.json,336,18.9,28.2,9.63,0,0,,0,0.221,0.203,0.011,0.016,0.155,0.00269,0.000226,0.00185,0,0.0000199,0,0.000063,0,0.0000001,0.0007,0.0000051,0.000173,0.000268,0.0048,0.000179,0.0000003,0.000006,0
"Duck, cooked, skin not eaten","Turkey, duck, other poultry",2706138,survey.json,200,23.4,11.2,3.93,0,0,,0,0.227,0.251,0.012,0.02,0.202,0.00269,0.00023,0.00259,0,0.0000223,0,0.000023,0,0.0000001,0.0007,0.0000038,0.000259,0.000468,0.00508,0.000249,0.0000004,0.00001,0
"Duck, roasted, skin eaten","Turkey, duck, other poultry",2706139,survey.json,336,18.9,28.2,9.63,0,0,,0,0.221,0.203,0.011,0.016,0.155,0.00269,0.000226,0.00185,0,0.0000199,0,0.000063,0,0.0000001,0.0007,0.0000051,0.000173,0.000268,0.0048,0.000179,0.0000003,0.000006,0
"Duck, roasted, skin not eaten","Turkey, duck, other poultry",2706140,survey.json,200,23.4,11.2,3.93,0,0,,0,0.227,0.251,0.012,0.02,0.202,0.00269,0.00023,0.00259,0,0.0000223,0,0.000023,0,0.0000001,0.0007,0.0000038,0.000259,0.000468,0.00508,0.000249,0.0000004,0.00001,0
"Duck, Peking","Turkey, duck, other poultry",2706141,survey.json,154,5.32,11.8,3.09,6.47,4.41,,0.3,0.287,0.107,0.009,0.009,0.045,0.00079,0.000093,0.00055,0,0.0000054,0,0.000016,0.0122,0,0.00092,0.0000053,0.000071,0.000099,0.0014,0.000085,0.00000008,0.000006,0
"Goose, wild, roasted","Turkey, duck, other poultry",2706142,survey.json,304,25.1,21.8,6.84,0,0,,0,0.232,0.328,0.013,0.022,0.269,0.00282,0.000263,0.00261,0,0.0000217,0,0.000021,0,0.0000001,0.00173,0.0000051,0.000077,0.000322,0.00415,0.000368,0.00000041,0.000002,0
"Cornish game hen, cooked, skin eaten","Turkey, duck, other poultry",2706143,survey.json,257,22.1,18.1,5.01,0,0,,0,0.386,0.243,0.013,0.018,0.145,0.0009,0.00006,0.00148,0,0.0000154,0,0.000032,0.0005,0.0000001,0.00036,0.0000024,0.000066,0.000197,0.00585,0.000304,0.00000028,0.000002,0
"Cornish game hen, cooked, skin not eaten","Turkey, duck, other poultry",2706144,survey.json,133,23.1,3.84,0.982,0,0,,0,0.385,0.248,0.013,0.019,0.148,0.00076,0.000059,0.00152,0,0.0000206,0,0.00002,0.0006,0.0000001,0.00024,0.0000024,0.000074,0.000225,0.00622,0.000355,0.0000003,0.000002,0
"Cornish game hen, roasted, skin eaten","Turkey, duck, other poultry",2706145,survey.json,257,22.1,18.1,5.01,0,0,,0,0.386,0.243,0.013,0.018,0.145,0.0009,0.00006,0.00148,0,0.0000154,0,0.000032,0.0005,0.0000001,0.00036,0.0000024,0.000066,0.000197,0.00585,0.000304,0.00000028,0.000002,0
"Cornish game hen, roasted, skin not eaten","Turkey, duck, other poultry",2706146,survey.json,133,23.1,3.84,0.982,0,0,,0,0.385,0.248,0.013,0.019,0.148,0.00076,0.000059,0.00152,0,0.0000206,0,0.00002,0.0006,0.0000001,0.00024,0.0000024,0.000074,0.000225,0.00622,0.000355,0.0000003,0.000002,0
"Dove, cooked, NS as to cooking method","Turkey, duck, other poultry",2706147,survey.json,212,23.8,13,3.72,0,0,,0,0.219,0.255,0.017,0.026,0.331,0.00588,0.00076,0.00381,0,0.00002,0,0.000028,0.0029,0.0000002,0.00006,0.000004,0.000279,0.000349,0.00757,0.000568,0.00000041,0.000006,0
"Dove, fried","Turkey, duck, other poultry",2706148,survey.json,223,23.1,13.8,3.93,1.46,0.11,,0,0.197,0.25,0.02,0.026,0.321,0.00572,0.000727,0.00367,0,0.0000197,0,0.00003,0.0028,0.0000002,0.00015,0.0000045,0.00028,0.000346,0.00732,0.000543,0.0000004,0.000008,0
"Quail, cooked","Turkey, duck, other poultry",2706149,survey.json,226,25,14,3.94,0,0,,0,0.214,0.215,0.015,0.022,0.278,0.00441,0.00059,0.00309,0,0.0000217,0,0.00007,0.0023,0.0000002,0.0007,0.0000042,0.000219,0.000299,0.00789,0.000617,0.00000036,0.000006,0
"Pheasant, cooked","Turkey, duck, other poultry",2706150,survey.json,238,32.3,12,3.89,0,0,,0,0.205,0.27,0.016,0.022,0.241,0.00142,0.000084,0.00136,0,0.0000206,0,0.000057,0.0023,0.0000002,0.00027,0.0000049,0.00007,0.000179,0.0075,0.000747,0.00000072,0.000005,0
Baby Toddler chicken,Baby food: meat and dinners,2706151,survey.json,130,13.7,7.9,2.03,0.1,0,,0,0.049,0.141,0.064,0.013,0.097,0.0014,0.000045,0.00121,0,0.000011,0,0.000006,0.0017,0.0000003,0.00025,0.000001,0.000014,0.000152,0.00326,0.0002,0.0000004,0.000003,0
Baby Toddler turkey,Baby food: meat and dinners,2706152,survey.json,111,11.5,6.2,1.64,1.4,0,,0,0.049,0.135,0.041,0.012,0.117,0.0007,0.000148,0.00177,0,0.000012,0,0,0.0022,0.0000008,0.00008,0,0.000008,0.000163,0.00261,0.000029,0.00000111,0.000008,0
"Liver, beef",Liver and organ meats,2706153,survey.json,174,26.3,4.64,2.51,5.12,0,,0,0.384,0.348,0.006,0.022,0.481,0.00612,0.0145,0.00519,0,0.0000325,0,0.00767,0.0007,0.0000012,0.00046,0.0000039,0.000176,0.0034,0.0173,0.00102,0.0000825,0.000258,0
"Liver, chicken",Liver and organ meats,2706154,survey.json,189,20,8.69,2.56,6.48,0.02,,0.2,0.453,0.232,0.011,0.02,0.312,0.0101,0.00057,0.00309,0,0.0000632,0,0.0028,0.0163,0,0.00099,0.0000017,0.000295,0.00185,0.00928,0.000586,0.0000151,0.000575,0
"Liver, paste or pate",Liver and organ meats,2706155,survey.json,201,13.4,13.1,4,6.55,0,,0,0.386,0.095,0.01,0.013,0.175,0.00919,0.00018,0.00214,0,0.0000461,0,0.000217,0.01,0,0.00098,0,0.000052,0.0014,0.00752,0.00026,0.00000807,0.000321,0
Heart,Liver and organ meats,2706156,survey.json,164,28.2,4.69,1.39,0.15,0,,0,0.366,0.217,0.005,0.021,0.252,0.00633,0.000555,0.00285,0,0.0000386,0,0,0,0.0000001,0.00029,0.0000005,0.0001,0.0012,0.00663,0.000243,0.0000107,0.000005,0
Kidney,Liver and organ meats,2706157,survey.json,157,27,4.61,1.43,0,0,,0,0.4,0.134,0.019,0.012,0.302,0.00575,0.00056,0.00282,0,0.000167,0,0,0,0.0000011,0.00008,0,0.000159,0.00295,0.00389,0.000388,0.0000247,0.000082,0
Sweetbreads,Liver and organ meats,2706158,survey.json,124,22.5,3.08,0.935,0,0,,0,0.366,0.432,0.004,0.024,0.622,0.00123,0.000071,0.00211,0,0.0000213,0,0,0.0391,0,0.00009,0,0.000054,0.000099,0.00335,0.000027,0.00000283,0.00002,0
Brains,Liver and organ meats,2706159,survey.json,150,11.6,10.4,2.38,1.47,0,,0,0.414,0.242,0.009,0.012,0.332,0.00228,0.000228,0.00108,0,0.0000216,0,0,0.0104,0,0.00166,0.0000001,0.000068,0.000215,0.00359,0.000142,0.00001,0.000005,0
Tongue,Liver and organ meats,2706160,survey.json,282,19.1,22.1,8.06,0,0,,0,0.372,0.183,0.005,0.015,0.144,0.00259,0.000147,0.00406,0,0.0000131,0,0,0.0013,0.0000004,0.0003,0.0000012,0.000022,0.000292,0.00346,0.000154,0.0000031,0.000007,0
"Tongue pot roast, Puerto Rican style",Liver and organ meats,2706161,survey.json,317,21,25,8.96,0.32,0.02,,0.1,1.24,0.206,0.016,0.018,0.159,0.00294,0.000176,0.00447,0,0.0000144,0,0,0.0012,0.0000004,0.00054,0.0000031,0.000021,0.000322,0.00343,0.000102,0.00000255,0.000006,0
Tripe,Liver and organ meats,2706162,survey.json,89,12.6,3.85,1.35,0,0,,0,0.425,0.07,0.072,0.014,0.067,0.00062,0.000073,0.00148,0,0.0000131,0,0,0,0,0.00009,0,0,0.000067,0.000828,0.000008,0.00000109,0.000004,0
Chitterlings,Liver and organ meats,2706163,survey.json,231,12.4,20.2,9.44,0,0,,0,0.325,0.014,0.025,0.009,0.065,0.00146,0.000046,0.00184,0,0.0000268,0,0,0,0,0.00023,0,0.000014,0.000046,0.000086,0,0.00000042,0.000001,0
Hog maws,Liver and organ meats,2706164,survey.json,250,26.5,16,6.34,0,0,,0,0.541,0.099,0.017,0.01,0.143,0.00095,0.0002,0.00262,0,0.000049,0,0,0,0,0.00006,0,0.000052,0.000174,0.00176,0.000024,0.00000028,0.000003,0
Gizzard,Liver and organ meats,2706165,survey.json,153,30.2,2.66,0.665,0,0,,0,0.363,0.178,0.017,0.003,0.188,0.00316,0.00016,0.00438,0,0.0000408,0,0,0,0,0.0002,0,0.000026,0.000208,0.0031,0.00007,0.00000103,0.000005,0
"Hot dog, NFS",Frankfurters,2706166,survey.json,310,11.7,28,11.4,2.89,1.26,,0,0.828,0.326,0.015,0.011,0.122,0.00114,0.000046,0.00206,0,0.0000103,0,0.000003,0,0.0000009,0.00051,0.0000018,0.000028,0.000146,0.00202,0.000104,0.00000082,0,0
"Hot dog, beef",Frankfurters,2706167,survey.json,310,11.7,28,11.4,2.89,1.26,,0,0.828,0.326,0.015,0.011,0.122,0.00114,0.000046,0.00206,0,0.0000103,0,0.000003,0,0.0000009,0.00051,0.0000018,0.000028,0.000146,0.00202,0.000104,0.00000082,0,0
"Hot dog, meat and poultry",Frankfurters,2706168,survey.json,277,9.72,24.2,7.58,5.02,2.75,,0,0.828,0.341,0.106,0.01,0.166,0.00104,0.000042,0.00114,0,0.0000124,0,0.000026,0.018,0.0000007,0.00044,0.0000001,0.00004,0.000138,0.00253,0.00005,0.0000006,0.000005,0
"Hot dog, reduced fat",Frankfurters,2706169,survey.json,216,13.8,15.7,6.5,5.1,0,,0,0.615,0.203,0.016,0.01,0.115,0.00117,0.000062,0.00205,0,0.0000171,0,0,0.0002,0.0000005,0.00018,0.0000003,0.000149,0.000128,0.00251,0.000156,0.00000088,0.000003,0
"Hot dog, turkey",Frankfurters,2706170,survey.json,223,12.2,17.3,4.03,3.81,1.21,,0,0.865,0.372,0.148,0.013,0.163,0.00147,0.000071,0.00184,0,0.0000151,0,0,0,0.0000006,0.00062,0,0.000031,0.000172,0.00331,0.000114,0.0000007,0.000008,0
Beef sausage,Sausages,2706171,survey.json,341,13.3,28.7,11.3,3.37,1,,0,0.866,0.263,0.035,0.02,0.124,0.00155,0.000075,0.00214,0,0.0000116,0,0.000018,0.0192,0.0000001,0.00033,0.0000028,0.000054,0.000132,0.00243,0.00015,0.00000113,0.000007,0
Beef sausage with cheese,Sausages,2706172,survey.json,341,13.6,28.5,11.7,3.75,1.37,,0,0.922,0.257,0.138,0.021,0.176,0.00147,0.00007,0.00216,0,0.0000123,0,0.000041,0.0164,0.0000007,0.00038,0.0000028,0.000049,0.000152,0.0022,0.000137,0.00000112,0.000007,0
Blood sausage,Sausages,2706173,survey.json,379,14.6,34.5,13.4,1.29,1.29,,0,0.68,0.038,0.006,0.008,0.022,0.0064,0.00004,0.0013,0,0.0000155,0,0,0,0.0000013,0.00013,0,0.00007,0.00013,0.0012,0.00004,0.000001,0.000005,0
Bratwurst,Sausages,2706174,survey.json,333,13.7,29.2,10,2.85,0,,0,0.846,0.348,0.028,0.021,0.208,0.00053,0.000104,0.00325,0,0.0000397,0,0.000002,0,0.0000011,0.00026,0.0000034,0.000459,0.000307,0.0048,0.000327,0.00000073,0.000003,0
