name,category,usda_id,source,energy,protein,fat,sat_fat,carbohydrate,total_sugar,starch,fibre,sodium,potassium,calcium,magnesium,phosphorus,iron,copper,zinc,manganese,selenium,iodine,vit_a,vit_c,vit_d,vit_e,vit_k,vit_b1,vit_b2,vit_b3,vit_b6,vit_b12,vit_b9,vit_b7
"Milk, NFS","Milk, reduced fat",2705384,survey.json,52,3.33,2.14,1.25,4.83,4.88,,0,0.039,0.156,0.125,0.012,0.103,0,0.000001,0.00043,0,0.0000019,0,0.000057,0.0001,0.0000011,0.00003,0.0000002,0.000057,0.000137,0.00011,0.000061,0.00000056,0.000001,0
"Milk, whole","Milk, whole",2705385,survey.json,61,3.27,3.2,1.86,4.63,4.81,,0,0.038,0.15,0.123,0.012,0.101,0,0.000001,0.00042,0,0.0000019,0,0.000031,0,0.0000011,0.00005,0.0000003,0.000056,0.000138,0.000105,0.000061,0.00000054,0,0
"Milk, reduced fat (2%)","Milk, reduced fat",2705386,survey.json,50,3.36,1.9,1.11,4.9,4.89,,0,0.039,0.159,0.126,0.012,0.103,0,0.000001,0.00043,0,0.0000018,0,0.000083,0.0002,0.0000011,0.00003,0.0000002,0.000059,0.000137,0.000112,0.000061,0.00000055,0.000002,0
"Milk, low fat (1%)","Milk, lowfat",2705387,survey.json,43,3.38,0.95,0.568,5.18,4.96,,0,0.039,0.159,0.126,0.012,0.103,0,0.000001,0.00043,0,0.0000021,0,0.000058,0,0.0000011,0.00002,0.0000001,0.000057,0.00014,0.000113,0.00006,0.00000061,0.000002,0
"Milk, fat free (skim)","Milk, nonfat",2705388,survey.json,34,3.43,0.08,0.049,4.92,5.05,,0,0.041,0.167,0.132,0.012,0.107,0,0.000002,0.00045,0,0.000002,0,0.000064,0,0.0000011,0,0,0.000056,0.000131,0.000118,0.000058,0.00000058,0.000002,0
"Milk, lactose free, low fat (1%)","Milk, lowfat",2705389,survey.json,43,3.38,0.95,0.568,5.18,4.96,,0,0.039,0.159,0.126,0.012,0.103,0,0.000001,0.00043,0,0.0000021,0,0.000058,0,0.0000011,0.00002,0.0000001,0.000057,0.00014,0.000113,0.00006,0.00000061,0.000002,0
"Milk, lactose free, fat free (skim)","Milk, nonfat",2705390,survey.json,34,3.43,0.08,0.049,4.92,5.05,,0,0.041,0.167,0.132,0.012,0.107,0,0.000002,0.00045,0,0.000002,0,0.000064,0,0.0000011,0,0,0.000056,0.000131,0.000118,0.000058,0.00000058,0.000002,0
"Milk, lactose free, reduced fat (2%)","Milk, reduced fat",2705391,survey.json,50,3.36,1.9,1.11,4.9,4.89,,0,0.039,0.159,0.126,0.012,0.103,0,0.000001,0.00043,0,0.0000018,0,0.000083,0.0002,0.0000011,0.00003,0.0000002,0.000059,0.000137,0.000112,0.000061,0.00000055,0.000002,0
"Milk, lactose free, whole","Milk, whole",2705392,survey.json,61,3.27,3.2,1.86,4.63,4.81,,0,0.038,0.15,0.123,0.012,0.101,0,0.000001,0.00042,0,0.0000019,0,0.000031,0,0.0000011,0.00005,0.0000003,0.000056,0.000138,0.000105,0.000061,0.00000054,0,0
Buttermilk,"Milk, whole",2705393,survey.json,43,3.46,1.08,0.552,4.81,5.36,,0,0.092,0.158,0.12,0.011,0.092,0.00001,0.000001,0.00043,0,0.000002,0,0.000036,0.001,0.0000005,0.00005,0.0000001,0.000048,0.000196,0.000128,0.000039,0.00000022,0.000005,0
Kefir,"Milk, lowfat",2705394,survey.json,52,3.59,0.96,0.596,7.48,6.91,,0,0.038,0.159,0.124,0.012,0.1,0.00004,0.000009,0.00045,0,0.0000036,0,0.000174,0.0008,0.000001,0.00004,0.0000006,0.00003,0.000172,0.000128,0.000059,0.0000003,0.000018,0
Goat milk,"Milk, whole",2705395,survey.json,69,3.56,4.14,2.67,4.45,4.45,,0,0.05,0.204,0.134,0.014,0.111,0.00005,0.000046,0.0003,0,0.0000014,0,0.000056,0.0013,0.0000013,0.00007,0.0000003,0.000048,0.000138,0.000277,0.000046,0.00000007,0.000001,0
"Milk, dry, reconstituted, nonfat","Milk, nonfat",2705396,survey.json,32,3.2,0.07,0.044,4.6,4.6,,0,0.051,0.159,0.114,0.011,0.086,0.00003,0.000013,0.00037,0,0.0000024,0,0.000058,0.0006,0.000001,0,0,0.000037,0.000137,0.000084,0.000032,0.00000036,0.000004,0
"Milk, dry, reconstituted, whole","Milk, whole",2705397,survey.json,76,4.01,4.08,2.55,5.86,5.86,,0,0.06,0.203,0.142,0.014,0.118,0.00007,0.000021,0.00052,0,0.0000025,0,0.000039,0.0013,0.0000016,0.00009,0.0000003,0.000043,0.000184,0.000099,0.000046,0.0000005,0.000006,0
"Milk, evaporated, NS as to fat content","Milk, whole",2705398,survey.json,134,6.81,7.56,4.59,10,10,,0,0.106,0.303,0.261,0.024,0.203,0.00019,0.000016,0.00077,0,0.0000023,0,0.000064,0.0019,0.000002,0.00014,0.0000005,0.000047,0.000316,0.000194,0.00005,0.00000016,0.000008,0
"Milk, evaporated, whole","Milk, whole",2705399,survey.json,134,6.81,7.56,4.59,10,10,,0,0.106,0.303,0.261,0.024,0.203,0.00019,0.000016,0.00077,0,0.0000023,0,0.000064,0.0019,0.000002,0.00014,0.0000005,0.000047,0.000316,0.000194,0.00005,0.00000016,0.000008,0
"Milk, evaporated, reduced fat (2%)","Milk, reduced fat",2705400,survey.json,92,7.42,1.96,1.21,11.2,11.2,,0,0.113,0.326,0.285,0.027,0.192,0.00028,0.000016,0.00088,0,0.0000025,0,0.00013,0.0012,0.000002,0.00005,0.0000002,0.000044,0.000304,0.000171,0.000054,0.00000024,0.000009,0
"Milk, evaporated, fat free (skim)","Milk, nonfat",2705401,survey.json,78,7.55,0.2,0.121,11.4,11.4,,0,0.115,0.332,0.29,0.027,0.195,0.00029,0.000016,0.0009,0,0.0000025,0,0.000118,0.0012,0.000002,0,0,0.000045,0.000309,0.000174,0.000055,0.00000024,0.000009,0
"Milk, condensed, sweetened","Flavored milk, whole",2705402,survey.json,321,7.91,8.7,5.49,54.4,54.4,,0,0.127,0.371,0.284,0.026,0.253,0.00019,0.000015,0.00094,0,0.0000148,0,0.000073,0.0026,0.0000002,0.00016,0.0000006,0.00009,0.000416,0.00021,0.000051,0.00000044,0.000011,0
"Non-dairy milk, NFS",Plant-based milk,2705403,survey.json,31,1.14,1.6,0.159,3.04,2.03,,0.1,0.051,0.052,0.153,0.01,0.035,0.00032,0.000039,0.0002,0,0.0000007,0,0.000035,0,0.000001,0.00207,0.0000009,0.000017,0.000038,0.0001,0.000012,0.00000038,0.000004,0
"Soy milk, sweetened",Plant-based milk,2705404,survey.json,53,3.41,2.05,0.301,5.22,4.53,,0,0.033,0.152,0.097,0.021,0.066,0.00052,0.000104,0.0003,0,0.0000018,0,0.000056,0,0.0000007,0.00015,0.0000029,0.00006,0.000081,0.000227,0.000053,0.00000037,0.000019,0
"Soy milk, unsweetened",Plant-based milk,2705405,survey.json,38,3.55,2.12,0.314,1.29,0.56,,0,0.034,0.158,0.101,0.022,0.069,0.00054,0.000108,0.00031,0,0.0000019,0,0.000058,0,0.0000007,0.00016,0.000003,0.000063,0.000084,0.000236,0.000055,0.00000039,0.00002,0
"Soy milk, chocolate",Plant-based milk,2705406,survey.json,64,3.35,2.03,0.315,8.32,7.49,,0.1,0.032,0.151,0.094,0.022,0.066,0.00055,0.000112,0.00031,0,0.0000018,0,0.000054,0,0.0000006,0.00015,0.0000028,0.000059,0.00008,0.000225,0.000051,0.00000036,0.000019,0
"Almond milk, sweetened",Plant-based milk,2705407,survey.json,30,0.53,1.18,0.1,4.31,3.99,,0,0.058,0.03,0.166,0.007,0.029,0.00028,0.00002,0.00016,0,0,0,0.000039,0,0.0000009,0.00319,0,0,0.000032,0.000071,0,0.00000033,0,0
"Almond milk, chocolate",Plant-based milk,2705408,survey.json,43,0.57,1.2,0.121,7.44,6.97,,0.1,0.056,0.033,0.161,0.008,0.03,0.00031,0.000031,0.00018,0,0.0000001,0,0.000038,0,0.0000008,0.00308,0,0,0.000033,0.000075,0,0.00000032,0,0
"Almond milk, unsweetened",Plant-based milk,2705409,survey.json,15,0.55,1.22,0.104,0.34,0,,0,0.06,0.031,0.173,0.007,0.03,0.00029,0.000021,0.00017,0,0,0,0.000041,0,0.0000009,0.00332,0,0,0.000033,0.000074,0,0.00000034,0,0
"Almond milk, NFS",Plant-based milk,2705410,survey.json,20,0.54,1.21,0.103,1.53,1.2,,0,0.059,0.031,0.171,0.007,0.03,0.00029,0.000021,0.00017,0,0,0,0.000041,0,0.0000009,0.00328,0,0,0.000033,0.000073,0,0.00000034,0,0
Rice milk,Plant-based milk,2705411,survey.json,47,0.28,0.97,0,9.17,5.28,,0.3,0.039,0.027,0.118,0.011,0.056,0.0002,0.000037,0.00013,0,0.0000022,0,0.000063,0,0.000001,0.00047,0.0000002,0.000027,0.000142,0.00039,0.000039,0.00000063,0.000002,0
Oat milk,Plant-based milk,2705412,survey.json,45,0.66,2.33,0.187,5.37,2.04,,0.5,0.043,0.018,0.155,0.008,0.02,0.00021,0.000029,0.00019,0,0.0000015,0,0,0,0.0000017,0.00037,0.0000015,0.000023,0.000008,0.000056,0.000005,0.0000005,0.000002,0
Coconut milk,Plant-based milk,2705413,survey.json,31,0.21,2.08,2.08,2.92,2.5,,0,0.019,0.019,0.188,0,0,0.0003,0,0,0,0,0,0.000063,0,0.000001,0,0,0,0,0,0,0.00000063,0,0
"Yogurt, NFS","Yogurt, regular",2705414,survey.json,94,6.67,2.87,1.63,10.2,8.05,,0.1,0.049,0.179,0.136,0.013,0.126,0.00007,0.000018,0.00062,0,0.0000064,0,0.000025,0.001,0.0000006,0.00003,0.0000001,0.000048,0.00022,0.000165,0.000044,0.00000062,0.000008,0
"Yogurt, Greek, NS as to type of milk or flavor","Yogurt, Greek",2705415,survey.json,91,9.11,1.33,0.715,10.8,8.21,,0.1,0.035,0.133,0.1,0.01,0.122,0.00012,0.000026,0.00047,0,0.0000089,0,0.000009,0.001,0.0000009,0.00005,0.0000001,0.000021,0.000256,0.00019,0.000059,0.00000062,0.000007,0
"Yogurt, NS as to type of milk or flavor","Yogurt, regular",2705416,survey.json,93,4.57,1.34,0.861,15.7,12.8,,0.2,0.065,0.212,0.16,0.015,0.126,0.00014,0.000025,0.00077,0,0.0000031,0,0.000012,0.0019,0.0000012,0.00004,0.0000002,0.00004,0.000195,0.000103,0.000045,0.00000048,0.000011,0
"Yogurt, NS as to type of milk, plain","Yogurt, regular",2705417,survey.json,63,5.25,1.55,1,7.04,7.04,,0,0.07,0.234,0.183,0.017,0.144,0.00008,0.000013,0.00089,0,0.0000033,0,0.000014,0.0008,0.0000012,0.00003,0.0000002,0.000044,0.000214,0.000114,0.000049,0.00000056,0.000011,0
"Yogurt, whole milk, plain","Yogurt, regular",2705418,survey.json,78,3.82,4.48,2.32,5.57,4.09,,0,0.042,0.164,0.127,0.011,0.101,0,0.000003,0.00043,0,0.0000022,0,0.000048,0.0005,0.0000012,0.00006,0.0000002,0.000055,0.000243,0.000135,0.000045,0.00000037,0.000007,0
"Yogurt, low fat milk, plain","Yogurt, regular",2705419,survey.json,63,5.25,1.55,1,7.04,7.04,,0,0.07,0.234,0.183,0.017,0.144,0.00008,0.000013,0.00089,0,0.0000033,0,0.000014,0.0008,0.0000012,0.00003,0.0000002,0.000044,0.000214,0.000114,0.000049,0.00000056,0.000011,0
"Yogurt, nonfat milk, plain","Yogurt, regular",2705420,survey.json,50,4.23,0.09,0.116,8.08,7.68,,0,0.051,0.21,0.167,0.015,0.127,0,0,0.0006,0,0.0000036,0,0,0.0009,0.0000012,0,0.0000002,0.000048,0.000234,0.000124,0.000053,0.00000061,0.000012,0
"Yogurt, Greek, NS as to type of milk, plain","Yogurt, Greek",2705421,survey.json,67,10.2,1.36,0.726,3.6,3.24,,0,0.036,0.14,0.11,0.011,0.135,0.00007,0.000017,0.00052,0,0.0000098,0,0.000009,0,0,0.00004,0.0000001,0.000022,0.000278,0.000209,0.000063,0.00000069,0.000007,0
"Yogurt, Greek, whole milk, plain","Yogurt, Greek",2705422,survey.json,94,8.78,4.39,2.39,4.75,3.25,,0,0.034,0.147,0.111,0.011,0.126,0,0.00001,0.00047,0,0.0000097,0,0.000038,0,0,0.00001,0,0.000055,0.000244,0.000227,0.000044,0.00000075,0.000005,0
"Yogurt, Greek, low fat milk, plain","Yogurt, Greek",2705423,survey.json,67,10.2,1.36,0.726,3.6,3.24,,0,0.036,0.14,0.11,0.011,0.135,0.00007,0.000017,0.00052,0,0.0000098,0,0.000009,0,0,0.00004,0.0000001,0.000022,0.000278,0.000209,0.000063,0.00000069,0.000007,0
"Yogurt, Greek, nonfat milk, plain","Yogurt, Greek",2705424,survey.json,59,10.3,0.37,0.108,3.64,3.27,,0,0.036,0.141,0.111,0.011,0.136,0.00007,0.000017,0.00053,0,0.0000099,0,0.000001,0,0,0.00001,0,0.000022,0.000281,0.000211,0.000064,0.0000007,0.000007,0
"Yogurt, NS as to type of milk, fruit","Yogurt, regular",2705425,survey.json,93,4.57,1.34,0.861,15.7,12.8,,0.2,0.065,0.212,0.16,0.015,0.126,0.00014,0.000025,0.00077,0,0.0000031,0,0.000012,0.0019,0.0000012,0.00004,0.0000002,0.00004,0.000195,0.000103,0.000045,0.00000048,0.000011,0
"Yogurt, whole milk, fruit","Yogurt, regular",2705426,survey.json,106,3.34,3.86,2,14.4,10.3,,0.2,0.041,0.152,0.112,0.01,0.09,0.00007,0.000017,0.00038,0,0.0000022,0,0.000041,0.0017,0.0000012,0.00007,0.0000002,0.00005,0.00022,0.000121,0.000041,0.00000032,0.000008,0
"Yogurt, low fat milk, fruit","Yogurt, regular",2705427,survey.json,93,4.57,1.34,0.861,15.7,12.8,,0.2,0.065,0.212,0.16,0.015,0.126,0.00014,0.000025,0.00077,0,0.0000031,0,0.000012,0.0019,0.0000012,0.00004,0.0000002,0.00004,0.000195,0.000103,0.000045,0.00000048,0.000011,0
"Yogurt, nonfat milk, fruit","Yogurt, regular",2705428,survey.json,46,3.64,0.08,0.1,7.64,7.09,,0,0.045,0.181,0.144,0.013,0.109,0,0.000002,0.00052,0,0.0000031,0,0,0.0009,0.0000012,0,0.0000002,0.000041,0.000202,0.000107,0.000046,0.00000052,0.00001,0
"Yogurt, Greek, NS as to type of milk, fruit","Yogurt, Greek",2705429,survey.json,91,9.11,1.33,0.715,10.8,8.21,,0.1,0.035,0.133,0.1,0.01,0.122,0.00012,0.000026,0.00047,0,0.0000089,0,0.000009,0.001,0.0000009,0.00005,0.0000001,0.000021,0.000256,0.00019,0.000059,0.00000062,0.000007,0
"Yogurt, Greek, whole milk, fruit","Yogurt, Greek",2705430,survey.json,114,7.85,3.91,2.13,11.8,8.23,,0.1,0.034,0.139,0.101,0.01,0.114,0.00005,0.00002,0.00042,0,0.0000089,0,0.000034,0.001,0.0000009,0.00002,0,0.000051,0.000225,0.000206,0.000041,0.00000067,0.000006,0
"Yogurt, Greek, low fat milk, fruit","Yogurt, Greek",2705431,survey.json,91,9.11,1.33,0.715,10.8,8.21,,0.1,0.035,0.133,0.1,0.01,0.122,0.00012,0.000026,0.00047,0,0.0000089,0,0.000009,0.001,0.0000009,0.00005,0.0000001,0.000021,0.000256,0.00019,0.000059,0.00000062,0.000007,0
"Yogurt, Greek, nonfat milk, fruit","Yogurt, Greek",2705432,survey.json,83,9.21,0.34,0.097,10.8,8.24,,0.1,0.036,0.134,0.101,0.01,0.123,0.00012,0.000026,0.00048,0,0.000009,0,0.000001,0.001,0.0000009,0.00002,0,0.000021,0.000258,0.000192,0.000059,0.00000062,0.000007,0
"Yogurt, NS as to type of milk, flavors other than fruit","Yogurt, regular",2705433,survey.json,82,4.51,1.36,0.86,13,13,,0,0.061,0.201,0.158,0.015,0.124,0.00007,0.000012,0.00077,0,0.0000029,0,0.000012,0.0007,0.0000012,0.00003,0.0000002,0.000038,0.000185,0.000098,0.000042,0.00000048,0.000009,0
"Yogurt, whole milk, flavors other than fruit","Yogurt, regular",2705434,survey.json,95,3.28,3.88,2,11.8,10.5,,0,0.036,0.141,0.109,0.01,0.087,0,0.000004,0.00037,0,0.0000019,0,0.000041,0.0004,0.0000012,0.00005,0.0000002,0.000047,0.00021,0.000116,0.000039,0.00000032,0.000006,0
"Yogurt, low fat milk, flavors other than fruit","Yogurt, regular",2705435,survey.json,82,4.51,1.36,0.86,13,13,,0,0.061,0.201,0.158,0.015,0.124,0.00007,0.000012,0.00077,0,0.0000029,0,0.000012,0.0007,0.0000012,0.00003,0.0000002,0.000038,0.000185,0.000098,0.000042,0.00000048,0.000009,0
"Yogurt, nonfat milk, flavors other than fruit","Yogurt, regular",2705436,survey.json,47,3.64,0.08,0.1,7.94,7.6,,0,0.044,0.181,0.144,0.013,0.109,0,0.000001,0.00052,0,0.0000031,0,0,0.0008,0.0000012,0,0.0000002,0.000041,0.000201,0.000107,0.000046,0.00000052,0.00001,0
"Yogurt, Greek, NS as to type of milk, flavors other than fruit","Yogurt, Greek",2705437,survey.json,81,9.07,1.34,0.714,8.18,7.87,,0,0.032,0.124,0.098,0.01,0.12,0.00006,0.000016,0.00047,0,0.0000087,0,0.000009,0,0.0000009,0.00004,0.0000001,0.000019,0.000248,0.000186,0.000056,0.00000062,0.000006,0
"Yogurt, Greek, whole milk, flavors other than fruit","Yogurt, Greek",2705438,survey.json,104,7.81,3.92,2.13,9.21,7.88,,0,0.031,0.131,0.099,0.01,0.112,0,0.00001,0.00042,0,0.0000087,0,0.000034,0,0.0000009,0.00001,0,0.000049,0.000218,0.000202,0.000039,0.00000067,0.000004,0
"Yogurt, Greek, low fat milk, flavors other than fruit","Yogurt, Greek",2705439,survey.json,81,9.07,1.34,0.714,8.18,7.87,,0,0.032,0.124,0.098,0.01,0.12,0.00006,0.000016,0.00047,0,0.0000087,0,0.000009,0,0.0000009,0.00004,0.0000001,0.000019,0.000248,0.000186,0.000056,0.00000062,0.000006,0
"Yogurt, Greek, nonfat milk, flavors other than fruit","Yogurt, Greek",2705440,survey.json,73,9.17,0.34,0.096,8.22,7.9,,0,0.032,0.126,0.099,0.01,0.121,0.00006,0.000016,0.00047,0,0.0000088,0,0.000001,0,0.0000009,0.00001,0,0.00002,0.000251,0.000188,0.000057,0.00000062,0.000006,0
"Yogurt, Greek, with oats","Yogurt, Greek",2705441,survey.json,149,9.22,3.67,0.838,20,10.7,,1.5,0.058,0.161,0.089,0.029,0.155,0.00066,0.000078,0.00089,0,0.0000108,0,0.000007,0,0.0000007,0.00054,0.0000012,0.000077,0.000233,0.00034,0.000061,0.00000049,0.00001,0
"Yogurt, liquid","Yogurt, regular",2705442,survey.json,74,3.65,1.07,0.689,12.6,10.3,,0.1,0.053,0.17,0.129,0.012,0.101,0.00011,0.000022,0.00062,0,0.0000025,0,0.00001,0.0015,0.0000012,0.00003,0.0000001,0.000032,0.000156,0.000082,0.000036,0.00000039,0.000009,0
Yogurt tube,"Yogurt, regular",2705443,survey.json,81,4.34,1.03,0.671,13.7,11.4,,0.1,0.06,0.204,0.156,0.015,0.122,0.0001,0.000019,0.00071,0,0.0000031,0,0.000009,0.0017,0.0000012,0.00003,0.0000002,0.00004,0.000197,0.000104,0.000045,0.00000049,0.000011,0
"Chipotle dip, yogurt based","Dips, gravies, other sauces",2705444,survey.json,189,7.93,16,3.22,3.33,2.97,,0,0.636,0.119,0.092,0.009,0.111,0.00009,0.000022,0.0005,0,0.0000101,0,0.000073,0.0034,0,0.00068,0.000032,0.000037,0.000186,0.000177,0.000054,0.00000043,0.000011,0
"Onion dip, yogurt based","Dips, gravies, other sauces",2705445,survey.json,160,6.82,12.9,2.73,4.06,3.38,,0.2,0.507,0.126,0.093,0.01,0.105,0.00008,0.000019,0.00047,0,0.0000082,0,0.000066,0.0011,0.0000002,0.00053,0.000025,0.000041,0.000168,0.000147,0.000054,0.00000042,0.00001,0
"Ranch dip, yogurt based","Dips, gravies, other sauces",2705446,survey.json,195,8.48,16.1,3.27,4.13,3.41,,0.3,0.646,0.154,0.114,0.014,0.123,0.00029,0.000029,0.00058,0,0.0000104,0,0.000073,0.0019,0,0.00075,0.0000449,0.000042,0.000222,0.000257,0.000056,0.00000046,0.000012,0
"Spinach dip, yogurt based","Dips, gravies, other sauces",2705447,survey.json,159,7.02,13,2.73,3.59,3.04,,0.3,0.514,0.136,0.103,0.015,0.106,0.00021,0.000028,0.00049,0,0.0000086,0,0.000066,0.0007,0.0000002,0.0008,0.0000662,0.000043,0.000179,0.00017,0.000054,0.00000042,0.000017,0
Tzatziki dip,"Dips, gravies, other sauces",2705448,survey.json,91,5.22,6,1.89,4.1,2.5,,0.2,0.307,0.15,0.07,0.01,0.081,0.00003,0.000031,0.00035,0,0.0000056,0,0.000021,0.0018,0,0.00074,0.0000098,0.000043,0.00015,0.000171,0.00005,0.00000042,0.000006,0
"Vegetable dip, yogurt based","Dips, gravies, other sauces",2705449,survey.json,191,8.16,16,3.23,3.76,2.99,,0.3,0.641,0.141,0.103,0.013,0.115,0.00029,0.000028,0.00055,0,0.0000102,0,0.000073,0.0019,0,0.00075,0.0000449,0.000038,0.000207,0.00025,0.000054,0.00000043,0.000012,0
"Yogurt parfait, with fruit","Yogurt, regular",2705450,survey.json,104,5.25,2.18,0.608,16.1,10.4,,1.3,0.044,0.17,0.086,0.021,0.109,0.00043,0.000052,0.00066,0,0.0000055,0,0.000006,0.0135,0.0000006,0.00038,0.0000028,0.000057,0.000154,0.0003,0.00005,0.00000033,0.000009,0
"Frozen yogurt, NFS",Ice cream and frozen dairy desserts,2705451,survey.json,127,3,3.6,2.33,21.6,19.9,,0,0.063,0.156,0.1,0.01,0.089,0.00046,0.000009,0.00028,0,0.0000019,0,0.000048,0.0007,0.0000001,0.00009,0.0000003,0.00004,0.00018,0.00007,0.00004,0.00000007,0.000004,0
"Frozen yogurt, vanilla",Ice cream and frozen dairy desserts,2705452,survey.json,127,3,3.6,2.33,21.6,19.9,,0,0.063,0.156,0.1,0.01,0.089,0.00046,0.000009,0.00028,0,0.0000019,0,0.000048,0.0007,0.0000001,0.00009,0.0000003,0.00004,0.00018,0.00007,0.00004,0.00000007,0.000004,0
"Frozen yogurt, chocolate",Ice cream and frozen dairy desserts,2705453,survey.json,131,3,3.6,2.27,21.6,19.2,,2.3,0.063,0.234,0.1,0.025,0.089,0.00046,0.000054,0.00028,0,0.0000019,0,0.000038,0,0.0000001,0.00009,0.0000003,0.00004,0.00018,0.00014,0.00004,0.00000007,0.000012,0
"Frozen yogurt, soft serve, vanilla",Ice cream and frozen dairy desserts,2705454,survey.json,159,4,5.6,3.42,24.2,24,,0,0.087,0.211,0.143,0.014,0.129,0.0003,0.00004,0.00042,0,0.0000033,0,0.000058,0.0008,0.0000001,0.00011,0.0000003,0.000037,0.000224,0.000287,0.00008,0.00000029,0.000006,0
"Frozen yogurt, soft serve, chocolate",Ice cream and frozen dairy desserts,2705455,survey.json,160,4.31,5.76,3.51,24.9,23.6,,0.7,0.086,0.237,0.143,0.024,0.141,0.00057,0.000115,0.00055,0,0.0000035,0,0.000057,0.0008,0.0000001,0.00011,0.0000003,0.000038,0.000224,0.000325,0.000081,0.00000028,0.000007,0
Frozen yogurt sandwich,Ice cream and frozen dairy desserts,2705456,survey.json,204,3.9,6.25,2.8,34.4,24.3,,0.8,0.192,0.17,0.083,0.021,0.1,0.00135,0.000123,0.00048,0,0.0000028,0,0.000037,0.0005,0.0000001,0.00025,0.0000008,0.000081,0.000202,0.000767,0.000043,0.00000008,0.000015,0
"Frozen yogurt bar, vanilla",Ice cream and frozen dairy desserts,2705457,survey.json,127,3,3.6,2.33,21.6,19.9,,0,0.063,0.156,0.1,0.01,0.089,0.00046,0.000009,0.00028,0,0.0000019,0,0.000048,0.0007,0.0000001,0.00009,0.0000003,0.00004,0.00018,0.00007,0.00004,0.00000007,0.000004,0
"Frozen yogurt bar, chocolate",Ice cream and frozen dairy desserts,2705458,survey.json,131,3,3.6,2.27,21.6,19.2,,2.3,0.063,0.234,0.1,0.025,0.089,0.00046,0.000054,0.00028,0,0.0000019,0,0.000038,0,0.0000001,0.00009,0.0000003,0.00004,0.00018,0.00014,0.00004,0.00000007,0.000012,0
"Frozen yogurt cone, chocolate",Ice cream and frozen dairy desserts,2705459,survey.json,142,3.2,3.73,2.23,23.9,18.7,,2.3,0.071,0.229,0.097,0.025,0.089,0.00059,0.00006,0.0003,0,0.000002,0,0.000036,0,0.0000001,0.00012,0.0000004,0.000048,0.000187,0.000311,0.00004,0.00000007,0.000018,0
"Frozen yogurt cone, vanilla",Ice cream and frozen dairy desserts,2705460,survey.json,139,3.2,3.73,2.28,23.9,19.4,,0.1,0.071,0.154,0.097,0.011,0.089,0.00059,0.000017,0.0003,0,0.000002,0,0.000046,0.0007,0.0000001,0.00012,0.0000004,0.000048,0.000187,0.000244,0.00004,0.00000007,0.000011,0
"Frozen yogurt cone, vanilla, waffle cone",Ice cream and frozen dairy desserts,2705461,survey.json,143,3.29,3.61,2.22,25.3,20.3,,0.1,0.077,0.155,0.097,0.011,0.09,0.00069,0.000024,0.00031,0,0.0000021,0,0.000045,0.0007,0.0000001,0.00009,0.0000004,0.000068,0.000193,0.000364,0.000041,0.00000007,0.000012,0
"Frozen yogurt cone, chocolate, waffle cone",Ice cream and frozen dairy desserts,2705462,survey.json,147,3.29,3.61,2.17,25.3,19.6,,2.3,0.077,0.229,0.097,0.025,0.09,0.00069,0.000067,0.00031,0,0.0000021,0,0.000036,0,0.0000001,0.00009,0.0000004,0.000068,0.000193,0.00043,0.000041,0.00000007,0.00002,0
"Baby Toddler food, NFS",Baby food: mixtures,2705463,survey.json,75,4.9,2.15,0.601,9.08,4.47,,1.1,0.027,0.179,0.023,0.014,0.048,0.00062,0.000064,0.00065,0,0.0000037,0,0.000001,0.0124,0.0000002,0.00037,0.0000061,0.000025,0.000083,0.00129,0.000112,0.00000024,0.000011,0
"Baby Toddler yogurt, plain",Baby food: yogurt,2705464,survey.json,78,3.82,4.48,2.32,5.57,4.09,,0,0.042,0.164,0.127,0.011,0.101,0,0.000003,0.00043,0,0.0000022,0,0.000048,0.0005,0.0000012,0.00006,0.0000002,0.000055,0.000243,0.000135,0.000045,0.00000037,0.000007,0
"Baby Toddler yogurt, with fruit",Baby food: yogurt,2705465,survey.json,98,3.48,4.04,2.09,11.9,8.53,,0.1,0.041,0.155,0.116,0.01,0.093,0.00005,0.000013,0.00039,0,0.0000022,0,0.000043,0.0013,0.0000012,0.00007,0.0000002,0.000051,0.000226,0.000125,0.000042,0.00000033,0.000007,0
"Chocolate milk, NFS","Flavored milk, lowfat",2705466,survey.json,65,3.44,0.83,0.462,11,9.55,,0.1,0.068,0.174,0.128,0.013,0.097,0.00024,0.00004,0.00042,0,0.0000019,0,0.000054,0.0006,0.0000011,0.00001,0.0000001,0.000034,0.000227,0.000134,0.000041,0.00000025,0.000003,0
"Chocolate milk, whole","Flavored milk, whole",2705467,survey.json,83,3.17,3.39,2.1,10.3,9.54,,0.8,0.06,0.167,0.112,0.013,0.101,0.00024,0.000065,0.00041,0,0.0000019,0,0.000026,0.0009,0.0000013,0.00007,0.0000003,0.000037,0.000162,0.000125,0.00004,0.00000033,0.000005,0
"Chocolate milk, reduced fat (2%)","Flavored milk, reduced fat",2705468,survey.json,76,2.99,1.9,1.18,12.1,9.55,,0.7,0.066,0.169,0.109,0.014,0.102,0.00024,0.000075,0.00039,0,0.0000034,0,0.000063,0,0.0000012,0.00004,0.0000002,0.000045,0.000183,0.000164,0.000024,0.00000033,0.000002,0
